,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_норм_%,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%,Числ_насел
413,Камчатский край,2005,29.0,0.168666698503444,129240.8,93.2,78.9,218.0,106.6,336.6
414,Камчатский край,2006,32.0,0.0600786175289291,168173.2,98.6,79.0,224.0,101.6,330.8
415,Камчатский край,2007,41.0,0.1133711075596881,200610.1,96.5,79.1,220.0,100.6,327.9
416,Камчатский край,2008,47.0,0.1001650518982252,238404.5,102.3,78.0,180.0,100.9,325.2
417,Камчатский край,2009,46.0,0.072286228698945,291953.6,110.1,78.3,185.0,99.8,323.1
418,Камчатский край,2010,46.0,,319849.2,94.3,77.4,165.0,101.5,321.7
419,Камчатский край,2011,38.0,0.8674196224904023,357472.7,105.1,77.3,171.0,105.6,318.3
420,Камчатский край,2012,31.56,0.7435102623207891,401282.1,93.6,77.5,172.94,105.2,316.8
421,Камчатский край,2013,28.89,0.8120654749407636,422674.6,99.4,77.6,164.64,97.1,314.3
422,Камчатский край,2014,25.77,0.668680054307968,467137.3,107.7,77.6,160.38,104.4,309.8
423,Камчатский край,2015,25.43,0.0972781474623271,568960.5,95.4,77.7,150.79,103.4,306.8
424,Камчатский край,2016,22.74,0.4614148270122405,734324.9,102.0,77.8,151.92,113.2,303.5
425,Камчатский край,2017,27.24,0.1965305661812916,752942.5,105.3,77.8,145.53,105.7,302.5
426,Камчатский край,2018,27.28,0.1323113357220732,873638.6,102.1,77.8,148.29,112.8,299.9
427,Камчатский край,2019,26.46,0.0466238368026096,936960.3,118.1,77.7,146.79,95.5,296.4
428,Камчатский край,2020,24.55,0.8068885879740674,1005493.0,101.0,77.8,146.4,95.1,293.3
429,Камчатский край,2021,24.73,0.7472691259409333,1199105.8,104.0,77.9,148.43,112.3,292.6
430,Камчатский край,2022,22.57,1.2787035235390214,1228904.5,99.9,78.0,147.84,85.4,288.7
431,Камчатский край,2023,23.0,0.7182813571729283,1523800.0,99.1,78.2,150.0,129.7,288.9
432,Карачаево-Черкесская Республика,2000,61.0,0.0035521376911105,12404.2,109.8,43.9,73.0,115.8,440.6
433,Карачаево-Черкесская Республика,2001,62.0,0.0286178462210572,16639.7,99.3,43.9,77.0,119.8,439.8
434,Карачаево-Черкесская Республика,2002,55.0,0.5035771166153696,23297.3,105.0,44.1,60.0,109.2,438.9
435,Карачаево-Черкесская Республика,2003,57.0,0.0243356472811838,25999.0,95.6,44.2,65.0,109.9,444.4
436,Карачаево-Черкесская Республика,2004,59.0,0.1311627765250776,29348.9,103.7,44.3,56.0,107.1,450.2
437,Карачаево-Черкесская Республика,2005,53.0,1.851078968925456,36971.7,102.2,44.4,53.0,96.4,454.5
438,Карачаево-Черкесская Республика,2006,55.0,0.9307010717924686,50778.7,105.9,44.2,50.0,115.7,461.6
439,Карачаево-Черкесская Республика,2007,53.0,1.3559915106462757,59200.9,103.9,43.9,44.0,110.7,466.4
440,Карачаево-Черкесская Республика,2008,54.0,0.7110785065884158,76277.2,107.4,44.0,44.0,96.1,470.1
441,Карачаево-Черкесская Республика,2009,53.0,0.1313463317791525,81758.5,106.2,43.7,43.0,106.0,473.8
442,Карачаево-Черкесская Республика,2010,51.0,0.0450087625854781,91782.3,97.7,43.3,43.0,116.0,477.4
443,Карачаево-Черкесская Республика,2011,47.0,0.0118433528722633,103449.4,110.4,43.0,41.0,119.7,474.8
444,Карачаево-Черкесская Республика,2012,45.01,0.9371260779294216,123977.6,98.9,42.6,40.67,124.7,472.3
445,Карачаево-Черкесская Республика,2013,43.09,1.2274087610011706,140225.1,105.9,42.3,39.26,89.8,470.5
446,Карачаево-Черкесская Республика,2014,41.4,1.0398413509963782,138920.1,94.5,42.2,38.62,79.2,470.0
447,Карачаево-Черкесская Республика,2015,41.58,,143606.8,106.0,42.1,122.77,102.0,469.8
448,Карачаево-Черкесская Республика,2016,41.92,1.3546768702934624,167223.9,101.9,41.9,72.69,103.9,469.3
449,Карачаево-Черкесская Республика,2017,42.23,0.1723812791787892,176253.4,99.4,41.7,77.88,105.6,469.9
450,Карачаево-Черкесская Республика,2018,44.85,0.0074249544250558,182466.9,101.5,41.7,84.59,94.7,469.9
451,Карачаево-Черкесская Республика,2019,43.03,,194488.5,100.7,41.5,98.48,108.2,470.4
452,Карачаево-Черкесская Республика,2020,42.64,,202626.9,87.0,41.4,65.25,88.3,470.3
453,Карачаево-Черкесская Республика,2021,47.92,,231202.6,108.7,41.3,94.67,110.1,469.1
454,Карачаево-Черкесская Республика,2022,46.05,,268526.2,104.0,41.4,115.17,103.3,468.4
455,Карачаево-Черкесская Республика,2023,44.0,,306000.0,102.7,41.4,122.0,114.5,468.3
456,Кемеровская область — Кузбасс,2000,787.0,0.7622731693792609,30047.8,111.3,86.5,2276.0,104.32,2942.3
457,Кемеровская область — Кузбасс,2001,778.0,0.5673548904131979,38839.7,99.6,86.7,2216.0,103.72,2917.8
458,Кемеровская область — Кузбасс,2002,759.0,0.1888014324671499,46860.1,97.8,86.7,2153.0,98.62,2893.4
459,Кемеровская область — Кузбасс,2003,718.0,0.2467291397190228,57302.3,105.2,86.8,2073.0,108.26,2862.1
460,Кемеровская область — Кузбасс,2004,708.0,0.3657034631149217,85850.4,97.0,85.1,1954.0,104.4,2833.0
461,Кемеровская область — Кузбасс,2005,695.0,0.6439428204635139,104764.5,96.1,85.1,2057.0,103.9,2805.9
462,Кемеровская область — Кузбасс,2006,733.0,0.5012617960986597,122394.2,106.1,85.2,2098.0,106.6,2786.0
463,Кемеровская область — Кузбасс,2007,767.0,0.623981989546591,157302.2,110.0,85.2,2071.0,102.7,2780.2
464,Кемеровская область — Кузбасс,2008,782.0,0.4213863506961863,207286.2,106.1,85.2,2102.0,99.2,2776.4
465,Кемеровская область — Кузбасс,2009,746.0,0.5592939610622785,184674.1,101.6,85.3,2083.0,90.7,2773.0
466,Кемеровская область — Кузбасс,2010,700.0,0.2725147300375817,226198.1,92.8,85.4,1751.0,110.4,2761.3
467,Кемеровская область — Кузбасс,2011,661.0,0.3541260205027061,272621.9,102.6,85.5,2009.0,101.4,2749.7
468,Кемеровская область — Кузбасс,2012,572.06,0.95088041492348,261689.8,81.7,85.6,1991.97,102.6,2740.2
469,Кемеровская область — Кузбасс,2013,597.91,0.9012349268396384,244180.8,109.6,85.7,1731.18,98.9,2730.8
470,Кемеровская область — Кузбасс,2014,478.26,1.385052711083688,275920.0,101.9,85.9,1726.37,105.7,2720.3
471,Кемеровская область — Кузбасс,2015,462.13,1.0089401092363817,310498.7,102.4,86.0,1737.1,101.8,2711.9
472,Кемеровская область — Кузбасс,2016,443.99,0.8060351875117133,333713.4,98.2,86.1,1681.24,103.4,2702.0
473,Кемеровская область — Кузбасс,2017,432.77,1.3787241736431115,407447.3,101.4,86.2,1672.01,103.6,2687.0
474,Кемеровская область — Кузбасс,2018,355.07,1.1164562909198297,473228.2,98.5,86.4,1524.79,101.0,2665.3
475,Кемеровская область — Кузбасс,2019,300.65,2.3238469501028107,417916.8,98.9,86.4,2288.79,102.9,2647.7
476,Кемеровская область — Кузбасс,2020,264.77,2.19126885470938,396616.6,106.7,86.5,1477.14,96.2,2622.3
477,Кемеровская область — Кузбасс,2021,225.07,1.168462198044063,699481.8,111.8,86.5,1273.71,106.8,2592.0
478,Кемеровская область — Кузбасс,2022,203.81,1.8965411512700805,848312.2,110.1,86.5,1474.27,95.9,2568.2
479,Кемеровская область — Кузбасс,2023,212.0,1.6261413015465185,736500.0,86.2,86.5,1457.0,98.7,2547.7
480,Кировская область,2000,179.0,0.2577275292356001,23165.6,97.1,71.2,247.0,112.51,1536.8
481,Кировская область,2001,176.0,0.1976112136981702,27297.1,103.1,71.6,254.0,86.07,1518.4
482,Кировская область,2002,171.0,0.1516456491549639,33124.0,87.4,71.8,256.0,98.43,1499.0
483,Кировская область,2003,171.0,0.1851535924755778,38900.6,94.6,72.2,258.0,100.62,1472.5
484,Кировская область,2004,167.0,0.0860744885172728,48464.8,97.4,72.9,266.0,103.1,1445.3
485,Кировская область,2005,132.0,0.0291238411741265,55726.6,92.5,72.3,256.0,100.3,1418.7
486,Кировская область,2006,159.0,0.1826247255198764,68958.3,97.2,72.6,261.0,108.3,1396.0
487,Кировская область,2007,147.0,0.185415078003536,85144.4,90.8,73.1,259.0,101.7,1379.4
488,Кировская область,2008,147.0,0.1244415739623747,110127.9,100.1,73.3,268.0,98.7,1365.0
489,Кировская область,2009,139.0,0.2517965600360303,107680.4,103.0,73.6,245.0,90.1,1352.7
490,Кировская область,2010,205.0,0.2366882890828072,128073.7,86.4,74.1,237.0,111.4,1338.8
491,Кировская область,2011,176.0,0.4381370362499008,146903.7,111.4,74.4,229.0,110.0,1319.7
492,Кировская область,2012,170.65,0.5942667671916411,159030.0,95.4,74.7,219.76,100.8,1302.5
493,Кировская область,2013,169.13,0.2282198308917642,173192.9,93.7,75.0,214.04,100.2,1286.0
494,Кировская область,2014,146.31,0.1956790405266807,198742.1,110.3,75.4,192.67,103.9,1271.0
495,Кировская область,2015,131.93,0.2343383098681389,223251.7,98.6,75.7,184.31,103.3,1257.0
496,Кировская область,2016,127.28,0.4281434792676262,250772.9,104.0,76.0,184.43,102.7,1243.5
497,Кировская область,2017,85.94,0.3085236307340611,268466.4,96.3,76.4,178.12,101.0,1227.9
498,Кировская область,2018,79.04,0.2902658199003299,289855.8,104.5,76.8,181.44,103.3,1209.6
499,Кировская область,2019,110.57,0.5672047001586622,308454.0,100.4,77.2,182.88,101.3,1192.5
500,Кировская область,2020,110.2,0.4091525615019443,335637.0,108.4,77.6,177.13,104.1,1172.8
501,Кировская область,2021,105.81,0.3054506344217955,420844.8,98.7,77.9,180.0,114.6,1149.2
502,Кировская область,2022,105.09,0.5344454999412144,484903.7,111.5,78.3,174.01,103.3,1138.1
503,Кировская область,2023,81.0,0.1604266601531071,534300.0,97.5,78.7,151.0,110.5,1129.9
504,Костромская область,2000,64.0,0.4048384967171202,21984.7,102.9,66.8,1515.0,108.18,754.0
505,Костромская область,2001,63.0,0.2884008730283734,29668.3,97.8,67.1,1480.0,103.4,743.9
506,Костромская область,2002,57.0,0.4566426102670607,35109.5,96.9,67.4,1470.0,102.11,734.5
507,Костромская область,2003,64.0,0.5126279380710694,40741.1,93.8,67.9,1622.0,106.22,723.1
508,Костромская область,2004,65.0,2.031491978807751,52661.0,93.2,68.1,1635.0,104.5,712.0
509,Костромская область,2005,64.0,0.2217448030310151,63304.4,98.6,68.6,1574.0,108.9,699.8
510,Костромская область,2006,66.0,0.2691923438532063,78226.9,101.7,69.1,1632.0,111.1,689.8
511,Костромская область,2007,64.0,0.1419565177685371,95687.2,97.0,69.2,1742.0,105.7,683.4
512,Костромская область,2008,65.0,0.0942365996345046,119071.5,94.2,69.4,1671.0,100.2,677.8
513,Костромская область,2009,61.0,0.0551617002890243,116856.2,99.5,69.6,1508.0,83.8,672.9
514,Костромская область,2010,47.0,0.021953374428186,146536.9,91.0,70.0,1800.0,115.7,666.4
515,Костромская область,2011,46.0,0.2919253912807876,176159.8,111.3,70.2,1905.0,108.2,657.8000000000001
516,Костромская область,2012,47.44,0.0904865775402704,199938.0,98.0,70.5,1906.9,103.7,651.1
517,Костромская область,2013,40.54,0.0430231362024056,214581.7,93.0,70.9,1982.26,104.6,644.6
518,Костромская область,2014,37.06,0.1051669205317195,228669.8,97.3,71.4,2076.02,100.0,638.7
519,Костромская область,2015,36.41,0.0312505059789587,252781.6,95.1,71.6,1781.24,91.5,631.8
520,Костромская область,2016,35.79,0.0608290551745894,271006.1,96.7,72.0,1988.09,101.8,624.5
521,Костромская область,2017,35.38,0.0432596131004405,287837.4,93.4,72.4,1864.94,107.0,615.7
522,Костромская область,2018,33.91,0.1837848236484616,314092.1,97.9,72.6,1810.9,97.1,605.7
523,Костромская область,2019,35.23,0.0699347566055379,338677.9,101.0,73.0,1727.85,108.2,598.0
524,Костромская область,2020,36.81,0.090622842811937,343868.4,106.2,73.4,1137.57,90.1,589.2
525,Костромская область,2021,39.3,0.751954684293033,424108.4,95.5,73.8,1587.89,113.4,578.0
526,Костромская область,2022,38.08,0.2022156620740396,480119.7,100.4,74.1,1724.02,92.5,571.9
527,Костромская область,2023,33.0,0.6440587915506132,555300.0,105.6,74.5,1548.0,108.6,566.3
528,Краснодарский край,2000,1076.0,0.1937753281123177,26713.9,114.8,53.5,3572.0,109.7,5132.8
529,Краснодарский край,2001,1039.0,0.4104114634929051,34912.4,110.3,53.5,3483.0,101.5,5131.6
530,Краснодарский край,2002,986.0,1.2910033454647,42477.6,105.8,53.5,3485.0,105.0,5119.8
531,Краснодарский край,2003,1252.0,0.1171067585807362,48572.8,90.5,53.5,3397.0,105.1,5114.9
532,Краснодарский край,2004,1226.0,0.126647994602447,61291.7,118.6,52.8,3231.0,105.6,5118.9
533,Краснодарский край,2005,795.0,0.2073355360714,72794.1,102.5,52.8,3105.0,109.2,5127.3
534,Краснодарский край,2006,907.0,0.224029844362246,94244.0,104.1,52.8,3413.0,122.9,5142.9
535,Краснодарский край,2007,887.0,0.141421940654228,125700.4,98.7,52.8,3420.0,110.9,5170.7
536,Краснодарский край,2008,858.0,0.0900526613638311,155103.6,123.1,52.8,3253.0,100.4,5194.4
537,Краснодарский край,2009,820.0,0.1586652929486226,165555.1,94.8,52.8,3107.0,87.8,5214.2
538,Краснодарский край,2010,863.0,0.1838370473293809,196914.3,102.8,52.9,3142.0,104.2,5230.0
539,Краснодарский край,2011,920.0,0.2720486227163109,236464.8,111.2,53.4,3278.0,107.1,5297.2
540,Краснодарский край,2012,891.89,0.1141760749708048,273999.1,88.3,53.7,3235.77,108.3,5356.1
541,Краснодарский край,2013,839.32,0.0969632833225824,307971.4,106.6,54.2,3013.79,102.5,5443.4
542,Краснодарский край,2014,832.89,0.6704347453137786,326019.5,101.4,54.5,3005.12,105.3,5505.8
543,Краснодарский край,2015,857.77,0.263805963252053,348836.0,102.9,54.8,3055.94,104.8,5579.7
544,Краснодарский край,2016,900.88,0.1241313195466077,401975.1,105.2,55.2,3155.94,104.9,5650.2
545,Краснодарский край,2017,765.93,0.0778789869886431,427061.4,101.7,55.6,3168.35,104.5,5695.9
546,Краснодарский край,2018,718.03,0.0787701424308141,436674.8,96.4,56.0,3157.43,101.6,5753.799999999999
547,Краснодарский край,2019,732.17,0.0565800474799283,446335.4,108.9,56.2,3779.93,102.9,5794.1
548,Краснодарский край,2020,518.52,0.1393932847590618,459481.1,91.4,56.6,2871.89,95.0,5815.6
549,Краснодарский край,2021,672.19,1.388263623454003,563372.1,114.0,57.0,3162.43,108.3,5832.0
550,Краснодарский край,2022,800.87,1.195554894469444,738801.1,109.7,57.1,2704.82,103.8,5819.3
551,Краснодарский край,2023,34.0,0.8449117944625733,819100.0,95.7,57.3,692.0,106.0,5833.0
552,Красноярский край,2000,617.0,1.0477483978353015,71281.0,103.9,75.4,2900.0,102.1,3000.9
553,Красноярский край,2001,620.0,0.9778456269317516,80038.8,100.9,75.6,2604.0,102.1,2981.8
554,Красноярский край,2002,611.0,1.0248799432368425,77729.0,101.4,75.8,2605.0,104.3,2961.9
555,Красноярский край,2003,578.0,1.878369505036172,92547.5,102.3,76.0,2789.0,106.2,2931.9
556,Красноярский край,2004,531.0,1.9821088339137527,125287.8,101.5,76.0,2494.0,103.7,2901.9
557,Красноярский край,2005,531.0,2.3447767062532163,152389.0,101.7,75.7,2755.0,100.8,2869.3
558,Красноярский край,2006,462.0,0.8653686348733421,205042.4,102.1,75.5,2545.0,101.0,2845.4
559,Красноярский край,2007,449.0,0.7232629276550395,258394.3,104.0,76.0,2643.0,102.4,2837.0
560,Красноярский край,2008,481.0,1.0062730359285617,260318.2,103.3,75.8,3018.0,104.0,2832.6
561,Красноярский край,2009,453.0,1.0437579785657882,264478.7,102.7,76.0,2456.0,98.3,2832.9
562,Красноярский край,2010,444.0,0.8212297387555955,372848.1,95.7,76.4,2296.0,135.8,2829.1
563,Красноярский край,2011,448.0,1.0954956687463642,413129.4,98.1,76.7,2218.0,107.3,2839.0
564,Красноярский край,2012,425.63,1.3323134256457758,416138.6,93.1,77.0,2348.65,109.3,2847.7
565,Красноярский край,2013,391.11,1.5680943416206148,440842.2,99.0,77.4,2084.47,109.3,2854.7
566,Красноярский край,2014,366.69,1.8022415413577133,493601.6,95.1,77.7,1931.37,102.3,2861.3
567,Красноярский край,2015,327.23,2.4917629319397108,581761.5,100.3,78.0,2114.17,99.0,2869.7
568,Красноярский край,2016,313.28,2.083536539521189,633831.3,103.3,78.3,1916.8,99.0,2879.2
569,Красноярский край,2017,308.33,1.8346147858886936,686444.6,94.4,78.5,2006.24,103.9,2881.0
570,Красноярский край,2018,304.71,1.1504787093579834,824537.3,101.6,78.8,1909.84,106.4,2879.2
571,Красноярский край,2019,317.81,0.8968715085746615,937587.0,104.5,78.9,1848.77,101.7,2872.1
572,Красноярский край,2020,321.61,1.7852765371592134,950427.4,108.1,79.1,1542.13,91.7,2862.4
573,Красноярский край,2021,323.63,5.49965537787794,1091894.6,95.7,79.4,1458.77,98.1,2856.4
574,Красноярский край,2022,299.25,7.585867234190559,1164188.7,103.7,79.6,1940.76,103.2,2845.5
575,Красноярский край,2023,299.0,5.537897657379728,1307100.0,96.1,79.8,1843.0,98.4,2846.1
576,Курганская область,2000,62.0,0.5103832089472446,17758.7,94.7,56.3,84.0,102.36,1047.1
577,Курганская область,2001,18.0,0.2623902661980488,24429.3,104.3,56.4,82.0,115.91,1030.7
578,Курганская область,2002,62.0,0.2689159942286112,29253.3,91.6,56.4,74.0,90.46,1016.2
579,Курганская область,2003,57.0,0.3533722756989921,36759.0,94.1,57.0,68.0,113.03,999.4
580,Курганская область,2004,57.0,0.5629894562356077,42889.3,87.0,57.6,71.0,106.1,981.0
581,Курганская область,2005,59.0,0.4621968403329233,51724.0,114.5,58.4,70.0,105.4,961.8
582,Курганская область,2006,57.0,0.391492302858938,71738.6,103.1,58.9,67.0,106.8,946.1
583,Курганская область,2007,56.0,0.4225418126202575,86224.4,103.5,59.3,63.0,105.9,934.5
584,Курганская область,2008,54.0,0.7281778368567319,114237.4,102.7,59.5,61.0,101.3,925.2
585,Курганская область,2009,52.0,1.6081796236835644,117058.7,104.2,59.9,62.0,77.0,918.6
586,Курганская область,2010,50.0,0.5780161945037092,129013.4,78.1,60.3,62.0,113.2,908.8
587,Курганская область,2011,46.0,0.9540430192238994,151306.2,148.1,60.5,63.0,110.4,893.2
588,Курганская область,2012,42.55,0.340168646072628,164761.4,69.7,60.9,63.9,110.5,879.7
589,Курганская область,2013,39.79,0.4284057689901513,191153.9,114.8,61.5,58.78,100.8,868.0
590,Курганская область,2014,38.54,0.3684557011525433,197378.8,85.5,62.0,52.93,97.7,857.7
591,Курганская область,2015,37.86,0.0294167345180434,210550.4,107.1,62.4,54.25,101.8,846.8
592,Курганская область,2016,37.97,0.0610157921508319,240205.5,104.5,62.5,49.4,102.2,836.0
593,Курганская область,2017,36.09,0.2507343411807005,252940.7,106.1,62.7,51.74,101.9,824.4
594,Курганская область,2018,33.18,0.3083423666878643,263729.8,92.9,63.1,49.89,101.2,810.5
595,Курганская область,2019,31.79,0.6493756170147003,294094.2,101.9,63.4,46.39,105.4,800.0
596,Курганская область,2020,32.17,0.5442065846698547,302428.2,88.2,63.6,44.35,97.7,788.4
597,Курганская область,2021,31.31,0.0902558352120252,348779.7,88.2,64.0,45.32,104.8,772.3
598,Курганская область,2022,29.02,0.1280870628823808,442701.5,149.0,64.2,43.28,105.4,761.6
599,Курганская область,2023,28.0,0.2637303080663827,502400.0,79.7,64.4,44.0,117.1,753.0
600,Курская область,2000,39.0,0.1677489500359656,23677.7,119.7,60.8,320.0,102.5,1266.4
601,Курская область,2001,38.0,0.1120335826021022,28946.1,101.5,61.1,308.0,86.3,1248.6
602,Курская область,2002,38.0,0.156248813711945,36545.7,108.3,61.4,311.0,103.9,1231.1
603,Курская область,2003,35.0,0.1008635566331046,46131.2,98.3,61.7,314.0,119.3,1213.4
604,Курская область,2004,35.0,0.0360598697358772,63512.1,102.5,62.0,303.0,104.7,1195.8
605,Курская область,2005,34.0,0.104061303389672,72995.3,101.4,62.6,323.0,104.5,1177.6
606,Курская область,2006,33.0,0.0827562077248483,88949.4,101.3,63.1,263.0,106.5,1161.6
607,Курская область,2007,34.0,0.0574492037981661,111348.4,110.3,63.7,265.0,104.1,1151.9
608,Курская область,2008,35.0,0.0612903879170146,146276.4,121.3,64.2,250.0,95.0,1143.3
609,Курская область,2009,33.0,0.0332200909941084,141833.5,99.3,64.7,244.0,100.0,1135.0
610,Курская область,2010,37.0,0.0432845886827996,171322.1,81.4,65.4,248.0,106.5,1125.7
611,Курская область,2011,50.0,0.0666948071980333,203725.7,147.2,65.9,240.0,104.6,1121.0
612,Курская область,2012,45.21,0.0614822505339162,221698.6,108.0,66.4,233.39,103.3,1118.2
613,Курская область,2013,15.8,0.0422629975049946,242938.0,115.1,66.5,228.68,100.8,1117.3
614,Курская область,2014,14.44,0.0782735302508688,267217.4,113.9,66.8,229.85,105.8,1115.2
615,Курская область,2015,36.06,0.0220151727273104,301870.7,101.0,67.2,218.58,104.3,1117.5
616,Курская область,2016,36.4,0.038963482091431,338778.3,112.5,67.5,202.39,104.9,1120.0
617,Курская область,2017,38.3,0.0785248436233044,362712.1,108.5,67.7,208.62,103.2,1111.8
618,Курская область,2018,35.93,0.0601429488437374,407221.0,100.4,68.0,206.14,100.9,1103.2
619,Курская область,2019,35.57,0.0438039109079014,450211.6,107.4,68.3,210.84,102.0,1099.6
620,Курская область,2020,35.08,,477362.7,108.1,68.4,205.95,103.2,1091.6
621,Курская область,2021,32.47,,634611.0,88.9,68.5,219.26,107.7,1078.2
622,Курская область,2022,33.07,2.504307691151776,620432.2,118.9,68.5,206.81,94.5,1067.0
623,Курская область,2023,33.0,1.892036655440492,702700.0,105.0,68.8,199.0,111.3,1060.9
624,Ленинградская область,2000,424.0,1.0498765220465731,33265.1,102.6,66.3,5329.0,109.1,1680.4
625,Ленинградская область,2001,410.0,1.4260260537368208,45248.2,104.4,66.4,6294.0,104.78,1672.7
626,Ленинградская область,2002,398.0,1.464710017203711,56738.1,109.3,66.4,5681.0,119.75,1667.1
627,Ленинградская область,2003,387.0,3.3279608619866146,72578.7,91.0,66.4,5930.0,113.3,1673.3
628,Ленинградская область,2004,383.0,3.398695665234762,99230.0,97.7,66.2,5775.0,123.2,1681.5
629,Ленинградская область,2005,356.0,1.4930080241693842,122024.2,102.0,66.0,5879.0,108.1,1685.4
630,Ленинградская область,2006,355.0,2.0772726347392974,157122.1,99.0,65.9,5937.0,126.4,1691.1
631,Ленинградская область,2007,324.0,1.3989170905217188,182657.9,102.2,66.0,6255.0,102.8,1692.5
632,Ленинградская область,2008,324.0,0.9584328361713886,226011.0,102.2,65.9,6849.0,101.0,1698.9
633,Ленинградская область,2009,313.0,0.4765090713076693,252890.9,103.5,65.8,6149.0,96.9,1704.9
634,Ленинградская область,2010,291.0,0.1192777048184625,286435.4,102.3,65.7,6623.0,114.3,1718.6
635,Ленинградская область,2011,231.0,0.4735322633880683,336137.4,109.3,64.7,6630.0,110.6,1742.6
636,Ленинградская область,2012,238.71,2.505114773544122,382821.7,107.6,65.1,5530.28,105.7,1768.5
637,Ленинградская область,2013,277.31,2.116980299485073,381510.3,104.2,65.3,4522.26,95.6,1789.5
638,Ленинградская область,2014,267.25,9.752502181066635,390916.1,101.0,65.4,5461.34,100.2,1808.8
639,Ленинградская область,2015,269.17,0.1608576150701387,468084.8,101.8,65.3,5706.1,99.6,1821.4
640,Ленинградская область,2016,272.18,5.19486674769414,520669.6,95.7,65.0,5850.95,103.7,1841.9
641,Ленинградская область,2017,334.06,3.0960635814931883,539983.3,99.8,64.3,5527.22,100.5,1871.4
642,Ленинградская область,2018,329.25,2.7915179998264272,606440.8,103.9,63.8,5569.92,104.9,1913.5
643,Ленинградская область,2019,302.19,2.0668024538449443,633301.4,101.0,66.2,4958.75,105.1,1950.9
644,Ленинградская область,2020,301.58,1.899402999076488,630638.4,100.9,66.8,4326.35,98.9,1977.3
645,Ленинградская область,2021,299.07,0.2980435381535615,739732.7,101.1,67.1,3436.32,107.9,2006.0
646,Ленинградская область,2022,290.52,0.2647001591104004,822793.9,103.4,67.1,3538.66,96.8,2023.8
647,Ленинградская область,2023,278.0,0.5132442632124256,943600.0,101.1,67.5,3403.0,107.7,2035.8
648,Липецкая область,2000,149.0,0.4690342995400237,39050.9,108.2,64.1,294.0,114.1,1228.1
649,Липецкая область,2001,146.0,0.8342807879922728,41308.6,111.7,64.1,292.0,107.2,1220.5
650,Липецкая область,2002,137.0,0.8569920881705045,58065.7,102.3,64.3,285.0,114.2,1211.0
651,Липецкая область,2003,126.0,0.7426702922531663,79661.2,110.9,64.4,264.0,106.5,1205.3
652,Липецкая область,2004,125.0,0.7786029314782305,117959.2,101.1,64.5,258.0,104.6,1198.6
653,Липецкая область,2005,127.0,1.458088603968197,121376.2,109.6,63.1,251.0,102.3,1193.9
654,Липецкая область,2006,124.0,2.1514615712400444,150197.1,106.3,63.2,245.0,111.6,1190.4
655,Липецкая область,2007,114.0,0.8176821727039412,176534.6,111.4,63.3,230.0,103.7,1186.7
656,Липецкая область,2008,140.0,1.4312447549860865,219135.8,120.9,63.4,224.0,94.3,1182.0
657,Липецкая область,2009,101.0,3.827877632774793,192165.2,100.8,63.5,177.0,86.9,1177.0
658,Липецкая область,2010,87.0,3.930561842146027,211610.6,77.6,63.7,175.0,110.7,1172.0
659,Липецкая область,2011,82.0,3.2471801507069777,245988.4,145.0,63.7,169.0,111.1,1168.1
660,Липецкая область,2012,86.78,1.3544341603668308,251272.6,102.6,63.8,164.85,107.4,1166.5
661,Липецкая область,2013,80.05,1.5022183477601436,270671.8,112.6,63.7,163.76,100.3,1166.1
662,Липецкая область,2014,79.09,1.868296422893382,341690.5,100.3,63.7,156.21,102.9,1166.2
663,Липецкая область,2015,75.74,2.728714150714163,384877.6,106.8,63.6,156.46,100.8,1167.0
664,Липецкая область,2016,83.03,2.8686122169278234,429064.8,107.7,63.4,152.79,103.4,1169.5
665,Липецкая область,2017,76.83,1.3166425474212191,447280.1,105.5,63.4,156.93,102.9,1165.8
666,Липецкая область,2018,69.34,2.547573925845331,519293.4,106.7,63.4,163.38,103.7,1162.0
667,Липецкая область,2019,75.5,1.5403860090533203,491045.2,111.4,63.4,161.92,96.4,1159.7
668,Липецкая область,2020,68.21,1.3180814432974686,535237.5,106.4,63.3,155.92,102.5,1150.6
669,Липецкая область,2021,65.47,4.459531833502455,745419.3,88.9,63.0,163.81,106.0,1138.1
670,Липецкая область,2022,64.6,3.7530438059834776,700248.9,114.9,63.0,153.08,96.8,1126.3
671,Липецкая область,2023,67.0,2.395950845678476,847500.0,103.5,62.9,153.0,109.2,1116.3
672,Магаданская область,2000,47.0,0.0013989776701641,65704.6,83.7,91.4,90.0,99.8,193.9
673,Магаданская область,2001,49.0,0.0619067608852818,89987.5,90.6,91.9,96.0,106.3,187.2
674,Магаданская область,2002,42.0,0.0228739474766254,121272.5,123.7,92.6,92.0,109.4,181.8
675,Магаданская область,2003,40.0,0.4076149289440473,135180.6,118.9,93.1,86.0,93.7,178.1
676,Магаданская область,2004,34.0,0.0892480588973805,139840.3,90.4,93.6,84.0,95.6,173.9
677,Магаданская область,2005,28.0,0.3583573200627213,157798.9,95.6,94.1,73.0,102.6,170.4
678,Магаданская область,2006,28.0,0.6367875730694288,185017.6,103.9,94.4,72.0,88.8,166.9
679,Магаданская область,2007,29.0,1.0582776431144236,213449.6,103.0,94.6,75.0,91.0,164.0
